"Confidence"	"Date"	"geogcode"	"variable"	"value type"	"value"	"flag"
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"Unemployment rate - aged 16-64"	"Numerator"	5600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"Unemployment rate - aged 16-64"	"Denominator"	76300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"Unemployment rate - aged 16-64"	"Percent"	7.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF4+ - aged 16-64"	"Numerator"	20100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF4+ - aged 16-64"	"Denominator"	90900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF4+ - aged 16-64"	"Percent"	22.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF4+ - aged 16-64"	"Conf"	8.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF3+ - aged 16-64"	"Numerator"	51100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF3+ - aged 16-64"	"Denominator"	90900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF3+ - aged 16-64"	"Percent"	56.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF3+ - aged 16-64"	"Conf"	10.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF2+ - aged 16-64"	"Numerator"	79500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF2+ - aged 16-64"	"Denominator"	90900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF2+ - aged 16-64"	"Percent"	87.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF2+ - aged 16-64"	"Conf"	6.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF1+ - aged 16-64"	"Numerator"	84900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF1+ - aged 16-64"	"Denominator"	90900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF1+ - aged 16-64"	"Percent"	93.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000113"	"% with RQF1+ - aged 16-64"	"Conf"	5.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% aged 16-64 who are self employed"	"Numerator"	12400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% aged 16-64 who are self employed"	"Denominator"	83700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% aged 16-64 who are self employed"	"Percent"	14.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% aged 16-64 who are self employed"	"Conf"	6.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"Unemployment rate - aged 16-64"	"Numerator"	2200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"Unemployment rate - aged 16-64"	"Denominator"	61700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"Unemployment rate - aged 16-64"	"Percent"	3.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF4+ - aged 16-64"	"Numerator"	27900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF4+ - aged 16-64"	"Denominator"	78300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF4+ - aged 16-64"	"Percent"	35.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF4+ - aged 16-64"	"Conf"	8.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF3+ - aged 16-64"	"Numerator"	39300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF3+ - aged 16-64"	"Denominator"	78300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF3+ - aged 16-64"	"Percent"	50.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF3+ - aged 16-64"	"Conf"	9.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF2+ - aged 16-64"	"Numerator"	62000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF2+ - aged 16-64"	"Denominator"	78300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF2+ - aged 16-64"	"Percent"	79.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF2+ - aged 16-64"	"Conf"	7.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF1+ - aged 16-64"	"Numerator"	64800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF1+ - aged 16-64"	"Denominator"	78300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF1+ - aged 16-64"	"Percent"	82.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000114"	"% with RQF1+ - aged 16-64"	"Conf"	6.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% aged 16-64 who are self employed"	"Numerator"	6300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% aged 16-64 who are self employed"	"Denominator"	79600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% aged 16-64 who are self employed"	"Percent"	8.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"Unemployment rate - aged 16-64"	"Numerator"	2500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"Unemployment rate - aged 16-64"	"Denominator"	70900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"Unemployment rate - aged 16-64"	"Percent"	3.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF4+ - aged 16-64"	"Numerator"	41200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF4+ - aged 16-64"	"Denominator"	78900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF4+ - aged 16-64"	"Percent"	52.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF4+ - aged 16-64"	"Conf"	9.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF3+ - aged 16-64"	"Numerator"	58400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF3+ - aged 16-64"	"Denominator"	78900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF3+ - aged 16-64"	"Percent"	74.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF3+ - aged 16-64"	"Conf"	8.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF2+ - aged 16-64"	"Numerator"	72800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF2+ - aged 16-64"	"Denominator"	78900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF2+ - aged 16-64"	"Percent"	92.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF2+ - aged 16-64"	"Conf"	5.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF1+ - aged 16-64"	"Numerator"	77000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF1+ - aged 16-64"	"Denominator"	78900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF1+ - aged 16-64"	"Percent"	97.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000115"	"% with RQF1+ - aged 16-64"	"Conf"	3.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% aged 16-64 who are self employed"	"Numerator"	11200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% aged 16-64 who are self employed"	"Denominator"	71000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% aged 16-64 who are self employed"	"Percent"	15.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% aged 16-64 who are self employed"	"Conf"	6.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"Unemployment rate - aged 16-64"	"Denominator"	57600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF4+ - aged 16-64"	"Numerator"	37400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF4+ - aged 16-64"	"Denominator"	70100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF4+ - aged 16-64"	"Percent"	53.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF4+ - aged 16-64"	"Conf"	8.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF3+ - aged 16-64"	"Numerator"	48500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF3+ - aged 16-64"	"Denominator"	70100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF3+ - aged 16-64"	"Percent"	69.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF3+ - aged 16-64"	"Conf"	8.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF2+ - aged 16-64"	"Numerator"	59500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF2+ - aged 16-64"	"Denominator"	70100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF2+ - aged 16-64"	"Percent"	84.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF2+ - aged 16-64"	"Conf"	6.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF1+ - aged 16-64"	"Numerator"	60100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF1+ - aged 16-64"	"Denominator"	70100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF1+ - aged 16-64"	"Percent"	85.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000116"	"% with RQF1+ - aged 16-64"	"Conf"	6.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% aged 16-64 who are self employed"	"Numerator"	8100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% aged 16-64 who are self employed"	"Denominator"	92200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% aged 16-64 who are self employed"	"Percent"	8.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% aged 16-64 who are self employed"	"Conf"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"Unemployment rate - aged 16-64"	"Denominator"	80700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF4+ - aged 16-64"	"Numerator"	50500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF4+ - aged 16-64"	"Denominator"	91600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF4+ - aged 16-64"	"Percent"	55.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF4+ - aged 16-64"	"Conf"	8.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF3+ - aged 16-64"	"Numerator"	69100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF3+ - aged 16-64"	"Denominator"	91600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF3+ - aged 16-64"	"Percent"	75.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF3+ - aged 16-64"	"Conf"	7.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF2+ - aged 16-64"	"Numerator"	83800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF2+ - aged 16-64"	"Denominator"	91600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF2+ - aged 16-64"	"Percent"	91.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF2+ - aged 16-64"	"Conf"	4.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF1+ - aged 16-64"	"Numerator"	85200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF1+ - aged 16-64"	"Denominator"	91600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF1+ - aged 16-64"	"Percent"	92.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000177"	"% with RQF1+ - aged 16-64"	"Conf"	4.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% aged 16-64 who are self employed"	"Numerator"	7300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% aged 16-64 who are self employed"	"Denominator"	107300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% aged 16-64 who are self employed"	"Percent"	6.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"Unemployment rate - aged 16-64"	"Numerator"	3600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"Unemployment rate - aged 16-64"	"Denominator"	86100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"Unemployment rate - aged 16-64"	"Percent"	4.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF4+ - aged 16-64"	"Numerator"	77700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF4+ - aged 16-64"	"Denominator"	107300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF4+ - aged 16-64"	"Percent"	72.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF4+ - aged 16-64"	"Conf"	8.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF3+ - aged 16-64"	"Numerator"	89600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF3+ - aged 16-64"	"Denominator"	107300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF3+ - aged 16-64"	"Percent"	83.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF3+ - aged 16-64"	"Conf"	6.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF2+ - aged 16-64"	"Numerator"	103900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF2+ - aged 16-64"	"Denominator"	107300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF2+ - aged 16-64"	"Percent"	96.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF2+ - aged 16-64"	"Conf"	3.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF1+ - aged 16-64"	"Numerator"	104700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF1+ - aged 16-64"	"Denominator"	107300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF1+ - aged 16-64"	"Percent"	97.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000178"	"% with RQF1+ - aged 16-64"	"Conf"	2.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% aged 16-64 who are self employed"	"Numerator"	7700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% aged 16-64 who are self employed"	"Denominator"	82500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% aged 16-64 who are self employed"	"Percent"	9.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% aged 16-64 who are self employed"	"Conf"	5.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"Unemployment rate - aged 16-64"	"Denominator"	73300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF4+ - aged 16-64"	"Numerator"	51000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF4+ - aged 16-64"	"Denominator"	81800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF4+ - aged 16-64"	"Percent"	62.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF4+ - aged 16-64"	"Conf"	8.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF3+ - aged 16-64"	"Numerator"	64800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF3+ - aged 16-64"	"Denominator"	81800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF3+ - aged 16-64"	"Percent"	79.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF3+ - aged 16-64"	"Conf"	7.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF2+ - aged 16-64"	"Numerator"	76500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF2+ - aged 16-64"	"Denominator"	81800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF2+ - aged 16-64"	"Percent"	93.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF2+ - aged 16-64"	"Conf"	4.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF1+ - aged 16-64"	"Numerator"	77800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF1+ - aged 16-64"	"Denominator"	81800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF1+ - aged 16-64"	"Percent"	95.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000179"	"% with RQF1+ - aged 16-64"	"Conf"	3.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% aged 16-64 who are self employed"	"Numerator"	6100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% aged 16-64 who are self employed"	"Denominator"	79900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% aged 16-64 who are self employed"	"Percent"	7.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% aged 16-64 who are self employed"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"Unemployment rate - aged 16-64"	"Denominator"	66200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF4+ - aged 16-64"	"Numerator"	42600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF4+ - aged 16-64"	"Denominator"	79900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF4+ - aged 16-64"	"Percent"	53.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF4+ - aged 16-64"	"Conf"	8.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF3+ - aged 16-64"	"Numerator"	57600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF3+ - aged 16-64"	"Denominator"	79900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF3+ - aged 16-64"	"Percent"	72.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF3+ - aged 16-64"	"Conf"	7.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF2+ - aged 16-64"	"Numerator"	71800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF2+ - aged 16-64"	"Denominator"	79900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF2+ - aged 16-64"	"Percent"	89.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF2+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF1+ - aged 16-64"	"Numerator"	72300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF1+ - aged 16-64"	"Denominator"	79900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF1+ - aged 16-64"	"Percent"	90.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000180"	"% with RQF1+ - aged 16-64"	"Conf"	4.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% aged 16-64 who are self employed"	"Numerator"	6300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% aged 16-64 who are self employed"	"Denominator"	64000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% aged 16-64 who are self employed"	"Percent"	9.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000181"	"% aged 16-64 who are self employed"	"Conf"	5.5	""
