"Population"	"Units"	"Date"	"geogcode"	"Industry (current)"	"value type"	"value"	"flag"
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"A: Agriculture, Forestry and fishing"	"number"	1226	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"A: Agriculture, Forestry and fishing"	"%"	1.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"B: Mining and quarrying"	"number"	46	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"C: Manufacturing"	"number"	4761	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"C: Manufacturing"	"%"	5.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"D: Electricity, gas, steam and air conditioning supply"	"number"	504	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	776	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"F: Construction"	"number"	10442	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"F: Construction"	"%"	12.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	13275	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	15.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"H: Transport and storage"	"number"	4570	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"H: Transport and storage"	"%"	5.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"I: Accommodation and food service activities"	"number"	3371	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"I: Accommodation and food service activities"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"J: Information and communication"	"number"	3289	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"J: Information and communication"	"%"	3.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"K: Financial and insurance activities"	"number"	3717	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"K: Financial and insurance activities"	"%"	4.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"L: Real estate activities"	"number"	1354	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"L: Real estate activities"	"%"	1.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"M: Professional, scientific and technical activities"	"number"	5229	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"M: Professional, scientific and technical activities"	"%"	6.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"N: Administrative and support service activities"	"number"	4949	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"N: Administrative and support service activities"	"%"	5.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"O: Public administration and defence; compulsory social security"	"number"	6204	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"O: Public administration and defence; compulsory social security"	"%"	7.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"P: Education"	"number"	7277	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"P: Education"	"%"	8.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"Q: Human health and social work activities"	"number"	11951	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"Q: Human health and social work activities"	"%"	13.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"R, S, T, U Other"	"number"	3468	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000110"	"R, S, T, U Other"	"%"	4.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	56386	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"A: Agriculture, Forestry and fishing"	"number"	400	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"A: Agriculture, Forestry and fishing"	"%"	0.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"B: Mining and quarrying"	"number"	81	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"C: Manufacturing"	"number"	2389	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"C: Manufacturing"	"%"	4.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"D: Electricity, gas, steam and air conditioning supply"	"number"	261	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	296	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"F: Construction"	"number"	6115	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"F: Construction"	"%"	10.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	7062	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	12.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"H: Transport and storage"	"number"	2019	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"H: Transport and storage"	"%"	3.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"I: Accommodation and food service activities"	"number"	2019	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"I: Accommodation and food service activities"	"%"	3.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"J: Information and communication"	"number"	2971	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"J: Information and communication"	"%"	5.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"K: Financial and insurance activities"	"number"	5161	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"K: Financial and insurance activities"	"%"	9.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"L: Real estate activities"	"number"	1303	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"L: Real estate activities"	"%"	2.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"M: Professional, scientific and technical activities"	"number"	5384	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"M: Professional, scientific and technical activities"	"%"	9.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"N: Administrative and support service activities"	"number"	3381	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"N: Administrative and support service activities"	"%"	6.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"O: Public administration and defence; compulsory social security"	"number"	2942	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"O: Public administration and defence; compulsory social security"	"%"	5.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"P: Education"	"number"	5518	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"P: Education"	"%"	9.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"Q: Human health and social work activities"	"number"	6191	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"Q: Human health and social work activities"	"%"	11.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"R, S, T, U Other"	"number"	2893	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000111"	"R, S, T, U Other"	"%"	5.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	47821	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"A: Agriculture, Forestry and fishing"	"number"	453	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"A: Agriculture, Forestry and fishing"	"%"	0.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"B: Mining and quarrying"	"number"	26	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"C: Manufacturing"	"number"	2011	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"C: Manufacturing"	"%"	4.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"D: Electricity, gas, steam and air conditioning supply"	"number"	677	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"D: Electricity, gas, steam and air conditioning supply"	"%"	1.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	430	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"F: Construction"	"number"	5226	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"F: Construction"	"%"	10.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	6855	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	14.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"H: Transport and storage"	"number"	2777	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"H: Transport and storage"	"%"	5.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"I: Accommodation and food service activities"	"number"	2520	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"I: Accommodation and food service activities"	"%"	5.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"J: Information and communication"	"number"	1376	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"J: Information and communication"	"%"	2.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"K: Financial and insurance activities"	"number"	1798	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"K: Financial and insurance activities"	"%"	3.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"L: Real estate activities"	"number"	605	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"L: Real estate activities"	"%"	1.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"M: Professional, scientific and technical activities"	"number"	2324	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"M: Professional, scientific and technical activities"	"%"	4.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"N: Administrative and support service activities"	"number"	3144	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"N: Administrative and support service activities"	"%"	6.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"O: Public administration and defence; compulsory social security"	"number"	3480	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"O: Public administration and defence; compulsory social security"	"%"	7.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"P: Education"	"number"	4463	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"P: Education"	"%"	9.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"Q: Human health and social work activities"	"number"	7400	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"Q: Human health and social work activities"	"%"	15.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"R, S, T, U Other"	"number"	2256	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000112"	"R, S, T, U Other"	"%"	4.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	69200	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"A: Agriculture, Forestry and fishing"	"number"	798	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"A: Agriculture, Forestry and fishing"	"%"	1.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"B: Mining and quarrying"	"number"	38	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"C: Manufacturing"	"number"	5668	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"C: Manufacturing"	"%"	8.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"D: Electricity, gas, steam and air conditioning supply"	"number"	385	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	733	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	1.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"F: Construction"	"number"	8499	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"F: Construction"	"%"	12.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	11191	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	16.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"H: Transport and storage"	"number"	4379	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"H: Transport and storage"	"%"	6.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"I: Accommodation and food service activities"	"number"	2857	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"I: Accommodation and food service activities"	"%"	4.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"J: Information and communication"	"number"	1960	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"J: Information and communication"	"%"	2.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"K: Financial and insurance activities"	"number"	2030	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"K: Financial and insurance activities"	"%"	2.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"L: Real estate activities"	"number"	1160	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"L: Real estate activities"	"%"	1.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"M: Professional, scientific and technical activities"	"number"	3305	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"M: Professional, scientific and technical activities"	"%"	4.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"N: Administrative and support service activities"	"number"	3649	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"N: Administrative and support service activities"	"%"	5.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"O: Public administration and defence; compulsory social security"	"number"	4656	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"O: Public administration and defence; compulsory social security"	"%"	6.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"P: Education"	"number"	6543	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"P: Education"	"%"	9.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"Q: Human health and social work activities"	"number"	8672	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"Q: Human health and social work activities"	"%"	12.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"R, S, T, U Other"	"number"	2677	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000113"	"R, S, T, U Other"	"%"	3.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	59184	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"A: Agriculture, Forestry and fishing"	"number"	349	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"A: Agriculture, Forestry and fishing"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"B: Mining and quarrying"	"number"	23	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"B: Mining and quarrying"	"%"	0.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"C: Manufacturing"	"number"	3617	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"C: Manufacturing"	"%"	6.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"D: Electricity, gas, steam and air conditioning supply"	"number"	339	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	369	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"F: Construction"	"number"	6099	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"F: Construction"	"%"	10.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	8793	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	14.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"H: Transport and storage"	"number"	2758	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"H: Transport and storage"	"%"	4.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"I: Accommodation and food service activities"	"number"	3418	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"I: Accommodation and food service activities"	"%"	5.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"J: Information and communication"	"number"	1636	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"J: Information and communication"	"%"	2.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"K: Financial and insurance activities"	"number"	1328	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"K: Financial and insurance activities"	"%"	2.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"L: Real estate activities"	"number"	863	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"L: Real estate activities"	"%"	1.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"M: Professional, scientific and technical activities"	"number"	2797	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"M: Professional, scientific and technical activities"	"%"	4.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"N: Administrative and support service activities"	"number"	3105	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"N: Administrative and support service activities"	"%"	5.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"O: Public administration and defence; compulsory social security"	"number"	3208	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"O: Public administration and defence; compulsory social security"	"%"	5.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"P: Education"	"number"	6553	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"P: Education"	"%"	11.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"Q: Human health and social work activities"	"number"	10704	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"Q: Human health and social work activities"	"%"	18.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"R, S, T, U Other"	"number"	3225	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000114"	"R, S, T, U Other"	"%"	5.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	64423	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"A: Agriculture, Forestry and fishing"	"number"	397	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"A: Agriculture, Forestry and fishing"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"B: Mining and quarrying"	"number"	57	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"B: Mining and quarrying"	"%"	0.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"C: Manufacturing"	"number"	3277	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"C: Manufacturing"	"%"	5.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"D: Electricity, gas, steam and air conditioning supply"	"number"	315	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	620	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	1.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"F: Construction"	"number"	7123	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"F: Construction"	"%"	11.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	9269	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	14.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"H: Transport and storage"	"number"	2712	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000115"	"H: Transport and storage"	"%"	4.2	""
